"","site","file_id","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","trichlorofluoromethane_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","butane_2_methyl","butane_2_methyl_flag","x2_pentene_z_cis","x2_pentene_z_cis_flag","x1_3_butadiene_2_methyl","x1_3_butadiene_2_methyl_flag","pentane_2_methyl","pentane_2_methyl_flag","pentane_3_methyl","pentane_3_methyl_flag","x1_hexene","x1_hexene_flag","pentane_2_4_dimethyl","pentane_2_4_dimethyl_flag","trichloromethane","trichloromethane_flag","hexane_3_methyl","hexane_3_methyl_flag","carbon_tetrachloride","carbon_tetrachloride_flag","cyclohexane_methyl","cyclohexane_methyl_flag","pentane_2_3_4_trimethyl","pentane_2_3_4_trimethyl_flag","methyl_isobutyl_ketone","methyl_isobutyl_ketone_flag","x2_hexanone","x2_hexanone_flag","benzene_1_2_3_trimethyl","benzene_1_2_3_trimethyl_flag","benzene_1_4_diethyl","benzene_1_4_diethyl_flag","site_type","lat","long","site_color","season","week","sample_length","tot_weeks"
"420","28th & Point Breeze","P726646 060624",5,2024-05-22 10:12:00,2024-05-29 13:43:00,0.227,"REG",0.386,"REG",0.077,"REG",0.697,"REG",1.387,"REG",0.57,"REG",0.127,"REG",0.046,"REG",0.176,"REG",0.136,"REG",0.148,"REG",0.137,"REG",0.066,"REG",0.013,"REG",0.102,"REG",0.029,"LOD",0.048,"REG",0.025,"LOD",0.08,"REG",0.072,"REG",0.023,"LOD",0.034,"REG",0.12,"REG",0.053,"LOD","0.10199999999999999","REG","6.0000000000000001E-3","LOD","2.9000000000000001E-2","REG","1.3140000000000001","REG","0.50800000000000001","REG","5.8000000000000003E-2","REG","9.0999999999999998E-2","REG","2.5000000000000001E-2","REG","0.29599999999999999","REG","0.16800000000000001","REG","0.49099999999999999","REG","7.6999999999999999E-2","REG","1.2E-2","REG","2E-3","ND","0.03","LOD","1.7999999999999999E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"222024",1,47
"421","25th & Point Breeze","P726612 060624",6,2024-05-22 10:07:00,2024-05-29 13:49:00,0.214,"REG",0.464,"REG",0.082,"REG",0.75,"REG",1.51,"REG",0.618,"REG",0.132,"REG",0.046,"REG",0.156,"REG",0.142,"REG",0.142,"REG",0.091,"REG",0.054,"REG",0.013,"REG",0.07,"REG",0.024,"LOD",0.048,"REG",0.022,"LOD",0.047,"LOD",0.063,"REG",0.02,"LOD",0.029,"REG",0.069,"LOD",0.026,"LOD","0.107","REG","6.0000000000000001E-3","LOD","4.8000000000000001E-2","REG","1.091","REG","0.40799999999999997","REG","2.5000000000000001E-2","REG","6.8000000000000005E-2","REG","1.6E-2","REG","0.29599999999999999","REG","0.154","REG","0.317","REG","5.2999999999999999E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","2.5999999999999999E-2","LOD","1.2E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"222024",1,47
"422","Morris & Point Breeze","P726663 060624",7,2024-05-22 10:23:00,2024-05-29 13:55:00,0.221,"REG",0.403,"REG",0.077,"REG",0.711,"REG",1.412,"REG",0.584,"REG",0.127,"REG",0.046,"REG",0.13,"REG",0.091,"REG",0.111,"REG",0.069,"LOD",0.05,"REG",0.013,"REG",0.088,"REG",0.024,"LOD",0.055,"REG",0.025,"LOD",0.085,"REG",0.072,"REG",0.023,"LOD",0.039,"REG",0.159,"REG",0.1,"REG","0.09","REG","6.0000000000000001E-3","LOD","2.5000000000000001E-2","REG","0.90700000000000003","REG","0.31900000000000001","REG","2.5000000000000001E-2","REG","5.1999999999999998E-2","REG","2.5000000000000001E-2","REG","0.19","REG","0.154","REG","0.23499999999999999","REG","4.1000000000000002E-2","LOD","1.2E-2","REG","2E-3","ND","3.3000000000000002E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"222024",1,45
"423","26th & Hartranft","P733845 060624",9,2024-05-22 10:03:00,2024-05-29 14:08:00,0.238,"REG",0.352,"REG",0.082,"REG",0.709,"REG",1.381,"REG",0.582,"REG",0.127,"REG",0.046,"REG",0.143,"REG",0.129,"REG",0.142,"REG",0.148,"REG",0.074,"REG",0.013,"REG",0.129,"REG",0.047,"LOD",0.075,"REG",0.036,"REG",0.217,"REG",0.096,"REG",0.04,"REG",0.098,"REG",0.495,"REG",0.33,"REG","0.10100000000000001","REG","5.0000000000000001E-3","ND","2.5000000000000001E-2","REG","1.1619999999999999","REG","0.47699999999999998","REG","3.5999999999999997E-2","REG","0.184","REG","1.6E-2","REG","0.28299999999999997","REG","0.153","REG","0.57099999999999995","REG","0.33500000000000002","REG","0","ND","2E-3","ND","4.3999999999999997E-2","REG","4.3999999999999997E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"222024",1,44
"424","24th & Ritner","P733892 060624",8,2024-05-22 10:03:00,2024-05-29 14:08:00,0.268,"REG",0.505,"REG",0.101,"REG",0.931,"REG",1.805,"REG",0.769,"REG",0.162,"REG",0.046,"REG",0.194,"REG",0.155,"REG",0.173,"REG",0.137,"REG",0.062,"REG",0.009,"REG",0.06,"REG",0.029,"LOD",0.058,"REG",0.025,"LOD",0.052,"LOD",0.071,"REG",0.023,"LOD",0.034,"REG",0.075,"LOD",0.026,"LOD","0.104","REG","6.0000000000000001E-3","LOD","3.5000000000000003E-2","REG","1.365","REG","0.51700000000000002","REG","3.5999999999999997E-2","REG","0.09","REG","2.5000000000000001E-2","REG","0.34300000000000003","REG","0.16700000000000001","REG","0.39800000000000002","REG","7.5999999999999998E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","2.9000000000000001E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"222024",1,46
"425","Bartram’s Garden","P726608 060724",1,2024-05-29 13:01:00,2024-06-05 12:52:00,0.151,"REG",0.213,"REG",0.049,"REG",0.394,"REG",0.807,"REG",0.327,"REG",0.067,"REG",0.047,"REG",0.093,"REG",0.066,"REG",0.068,"REG",0.047,"LOD",0.018,"REG",0.009,"REG",0.01,"REG",0.012,"LOD",0.024,"LOD",0.011,"LOD",0.019,"LOD",0.032,"REG",0.01,"LOD",0.024,"REG",0.044,"LOD",0.016,"LOD","8.1000000000000003E-2","REG","5.0000000000000001E-3","ND","7.0999999999999994E-2","REG","0.58599999999999997","REG","0.21299999999999999","REG","3.3000000000000002E-2","REG","3.5999999999999997E-2","LOD","2.8000000000000001E-2","REG","0.13300000000000001","REG","0.157","REG","0.17799999999999999","REG","2.4E-2","LOD","7.0000000000000001E-3","REG","2E-3","ND","1.4999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"232024",1,47
"426","Essington & Mingo","P726609 060724",2,2024-05-29 13:17:00,2024-06-05 13:10:00,0.195,"REG",0.344,"REG",0.069,"REG",0.634,"REG",1.242,"REG",0.525,"REG",0.109,"REG",0.047,"REG",0.113,"REG",0.245,"REG",0.196,"REG",0.058,"LOD",0.022,"REG",0.013,"REG",0.019,"REG",0.018,"LOD",0.038,"LOD",0.015,"LOD",0.024,"LOD",0.048,"REG",0.017,"LOD",0.024,"REG",0.037,"LOD",0.016,"LOD","0.109","REG","7.0000000000000001E-3","LOD","2.9000000000000001E-2","REG","0.79400000000000004","REG","0.28399999999999997","REG","4.4999999999999998E-2","REG","5.6000000000000001E-2","REG","2.8000000000000001E-2","REG","0.54500000000000004","REG","0.157","REG","0.20899999999999999","REG","3.5999999999999997E-2","LOD","0.01","REG","2E-3","ND","2.1999999999999999E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"232024",1,44
"427","61st & Passyunk","P726614 060724",3,2024-05-29 13:29:00,2024-06-05 13:18:00,0.219,"REG",0.488,"REG",0.113,"REG",1.082,"REG",1.902,"REG",0.895,"REG",0.187,"REG",0.043,"REG",0.226,"REG",0.159,"REG",0.177,"REG",0.129,"REG",0.051,"REG",0.009,"REG",0.038,"REG",0.03,"LOD",0.07,"REG",0.03,"REG",0.048,"LOD",0.09,"REG",0.027,"LOD",0.018,"REG",0.057,"LOD",0.021,"LOD","9.6000000000000002E-2","REG","7.0000000000000001E-3","LOD","3.5000000000000003E-2","REG","1.4","REG","0.51900000000000002","REG","4.4999999999999998E-2","REG","8.3000000000000004E-2","REG","1.9E-2","REG","0.33900000000000002","REG","0.14299999999999999","REG","0.46","REG","7.1999999999999995E-2","REG","0.01","REG","2E-3","ND","3.4000000000000002E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"232024",1,46
"428","28th & Passyunk","P726615 060724",4,2024-05-29 13:35:00,2024-06-05 13:24:00,0.195,"REG",0.234,"REG",0.059,"REG",0.673,"REG",1.161,"REG",0.554,"REG",0.119,"REG",0.043,"REG",0.292,"REG",0.252,"REG",0.19,"REG",0.245,"REG",0.051,"REG",0.031,"REG",0.057,"REG",0.024,"LOD",0.052,"REG",0.03,"REG",0.092,"REG",0.106,"REG",0.027,"LOD",0.018,"REG",0.136,"REG",0.07,"REG","0.214","ULOD","1.2999999999999999E-2","LOD","2.1999999999999999E-2","REG","2.8","REG","1.1299999999999999","REG","7.9000000000000001E-2","REG","0.155","REG","2.8000000000000001E-2","REG","0.59299999999999997","REG","0.14299999999999999","REG","0.99299999999999999","REG","0.114","REG","8.0000000000000002E-3","REG","2E-3","ND","8.9999999999999993E-3","ND","2.7E-2","LOD","stationary","39.92061091"," -75.1955879","#d62727",NA,"232024",1,47
"429","28th & Point Breeze","P726616 060724",5,2024-05-29 13:45:00,2024-06-05 13:32:00,0.188,"REG",0.281,"REG",0.064,"REG",0.601,"REG",1.134,"REG",0.497,"REG",0.104,"REG",0.038,"REG",0.12,"REG",0.099,"REG",0.1,"REG",0.093,"REG",0.035,"REG",0.013,"REG",0.033,"REG",0.024,"LOD",0.042,"LOD",0.019,"LOD",0.043,"LOD",0.057,"REG",0.017,"LOD",0.024,"REG",0.064,"LOD",0.027,"LOD","9.0999999999999998E-2","REG","5.0000000000000001E-3","ND","3.2000000000000001E-2","REG","0.87","REG","0.33500000000000002","REG","4.4999999999999998E-2","REG","6.6000000000000003E-2","REG","2.8000000000000001E-2","REG","0.218","REG","0.14299999999999999","REG","0.32400000000000001","REG","0.06","REG","8.0000000000000002E-3","REG","2E-3","ND","2.1999999999999999E-2","LOD","1.2E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"232024",1,47
"430","24th & Ritner","P726642 060724",8,2024-05-29 14:08:00,2024-06-05 13:48:00,0.22,"REG",0.315,"REG",0.069,"REG",0.661,"REG",1.265,"REG",0.547,"REG",0.114,"REG",0.043,"REG",0.127,"REG",0.093,"REG",0.107,"REG",0.082,"REG",0.047,"REG",0.009,"REG",0.062,"REG",0.018,"LOD",0.045,"REG",0.019,"LOD",0.043,"LOD",0.057,"REG",0.021,"LOD",0.029,"REG",0.064,"LOD",0.021,"LOD","9.7000000000000003E-2","REG","7.0000000000000001E-3","LOD","3.5000000000000003E-2","REG","0.90900000000000003","REG","0.33600000000000002","REG","3.3000000000000002E-2","REG","5.6000000000000001E-2","REG","2.8000000000000001E-2","REG","0.20599999999999999","REG","0.14299999999999999","REG","0.23","REG","4.8000000000000001E-2","LOD","8.0000000000000002E-3","REG","2E-3","ND","2.5999999999999999E-2","LOD","1.2E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"232024",1,46
"431","25th & Point Breeze","P726618 060724",6,2024-05-29 13:49:00,2024-06-05 13:55:00,0.169,"REG",0.369,"REG",0.093,"REG",0.844,"REG",1.475,"REG",0.709,"REG",0.135,"REG",0.038,"REG",0.106,"REG",0.099,"REG",0.094,"REG",0.07,"LOD",0.039,"REG",0.026,"REG",0.052,"REG",0.018,"LOD",0.038,"LOD",0.019,"LOD",0.038,"LOD",0.048,"REG",0.017,"LOD",0.046,"REG",0.057,"LOD",0.021,"LOD","8.1000000000000003E-2","REG","7.0000000000000001E-3","LOD","6.8000000000000005E-2","REG","0.69899999999999995","REG","0.253","REG","3.3000000000000002E-2","REG","4.9000000000000002E-2","REG","1.9E-2","REG","0.20599999999999999","REG","0.14299999999999999","REG","0.20899999999999999","REG","4.2000000000000003E-2","LOD","8.0000000000000002E-3","REG","2E-3","ND","2.1999999999999999E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"232024",1,47
"432","Morris & Point Breeze","P726620 060724",7,2024-05-29 13:55:00,2024-06-05 14:06:00,0.2,"REG",0.31,"REG",0.069,"REG",0.626,"REG",1.205,"REG",0.517,"REG",0.109,"REG",0.042,"REG",0.1,"REG",0.073,"REG",0.081,"REG",0.058,"LOD",0.035,"REG",0.013,"REG",0.057,"REG",0.024,"LOD",0.045,"REG",0.022,"LOD",0.077,"REG",0.065,"REG",0.024,"LOD",0.046,"REG",0.143,"REG",0.091,"REG","8.5999999999999993E-2","REG","7.0000000000000001E-3","LOD","2.9000000000000001E-2","REG","0.66100000000000003","REG","0.24299999999999999","REG","6.8000000000000005E-2","REG","4.2999999999999997E-2","LOD","2.8000000000000001E-2","REG","0.157","REG","0.14299999999999999","REG","0.16700000000000001","REG","0.03","LOD","0.01","REG","2E-3","ND","0.03","LOD","1.4999999999999999E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"232024",1,45
"433","Morris & Point Breeze","P733895 062124",7,2024-06-05 14:06:00,2024-06-12 09:20:00,0.226,"REG",0.389,"REG",0.096,"REG",0.873,"REG",1.584,"REG",0.723,"REG",0.15,"REG",0.049,"REG",0.13,"REG",0.088,"REG",0.116,"REG",0.072,"LOD",0.074,"REG",0.014,"REG",0.156,"REG",0.031,"LOD",0.064,"REG",0.027,"LOD",0.089,"REG",0.084,"REG",0.028,"LOD",0.053,"REG",0.147,"REG",0.099,"REG","5.8999999999999997E-2","REG","1.4E-2","LOD","2.5999999999999999E-2","REG","0.622","REG","0.219","REG","7.0000000000000007E-2","REG","3.6999999999999998E-2","LOD","2.9000000000000001E-2","REG","0.19900000000000001","REG","0.20599999999999999","REG","0.17199999999999999","REG","5.6000000000000001E-2","REG","1.2E-2","REG","2E-3","ND","3.5000000000000003E-2","LOD","2.1999999999999999E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"242024",1,45
"434","25th & Point Breeze","P733853 062124",6,2024-06-05 13:55:00,2024-06-12 09:23:00,0.193,"REG",0.414,"REG",0.106,"REG",0.982,"REG",1.695,"REG",0.816,"REG",0.166,"REG",0.049,"REG",0.137,"REG",0.129,"REG",0.123,"REG",0.108,"REG",0.048,"REG",0.059,"REG",0.073,"REG",0.031,"LOD",0.064,"REG",0.027,"LOD",0.079,"REG",0.084,"REG",0.025,"LOD",0.024,"REG",0.099,"REG",0.05,"LOD","5.8999999999999997E-2","REG","5.0000000000000001E-3","ND","0.03","REG","0.68","REG","0.22900000000000001","REG","7.0000000000000001E-3","ND","5.3999999999999999E-2","REG","2.9000000000000001E-2","REG","0.311","REG","0.20499999999999999","REG","0.247","REG","8.6999999999999994E-2","REG","0","ND","2E-3","ND","3.5000000000000003E-2","LOD","1.9E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"242024",1,47
"435","28th & Point Breeze","P726657 062124",5,2024-06-05 13:32:00,2024-06-12 09:28:00,0.199,"REG",0.352,"REG",0.101,"REG",0.885,"REG",1.537,"REG",0.741,"REG",0.144,"REG",0.044,"REG",0.17,"REG",0.136,"REG",0.142,"REG",0.167,"REG",0.061,"REG",0.014,"REG",0.078,"REG",0.037,"LOD",0.068,"REG",0.027,"LOD",0.064,"REG",0.092,"REG",0.025,"LOD",0.013,"LOD",0.092,"LOD",0.049,"LOD","8.4000000000000005E-2","REG","7.0000000000000001E-3","LOD","2.5999999999999999E-2","REG","0.94899999999999995","REG","0.35399999999999998","REG","4.5999999999999999E-2","REG","0.112","REG","2.9000000000000001E-2","REG","0.32200000000000001","REG","0.20499999999999999","REG","0.503","REG","0.246","REG","8.9999999999999993E-3","REG","2E-3","ND","3.4000000000000002E-2","LOD","2.5000000000000001E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"242024",1,47
"436","24th & Ritner","P726661 062124",8,2024-06-05 13:48:00,2024-06-12 09:37:00,0.231,"REG",0.431,"REG",0.111,"REG",1.007,"REG",1.78,"REG",0.836,"REG",0.171,"REG",0.048,"REG",0.197,"REG",0.149,"REG",0.181,"REG",0.156,"REG",0.103,"REG",0.009,"REG",0.189,"REG",0.037,"LOD",0.068,"REG",0.031,"REG",0.074,"REG",0.1,"REG",0.028,"LOD",0.03,"REG",0.099,"REG",0.044,"LOD","6.9000000000000006E-2","REG","1.4E-2","LOD","3.5999999999999997E-2","REG","0.98799999999999999","REG","0.35399999999999998","REG","6.9000000000000006E-2","REG","8.1000000000000003E-2","REG","2.9000000000000001E-2","REG","0.33500000000000002","REG","0.20499999999999999","REG","0.35299999999999998","REG","0.17899999999999999","REG","0","ND","2E-3","ND","3.7999999999999999E-2","REG","1.9E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"242024",1,46
"437","28th & Passyunk","P726652 062124",4,2024-06-05 13:24:00,2024-06-12 09:45:00,0.256,"REG",0.386,"REG",0.344,"REG",3.238,"REG",4.224,"REG",2.855,"REG",0.383,"REG",0.043,"REG",0.474,"REG",0.466,"REG",0.462,"REG",0.597,"REG",0.196,"REG",0.009,"REG",0.208,"REG",0.16,"REG",0.274,"REG",0.138,"REG",0.222,"REG",0.489,"REG",0.094,"REG",0.007,"LOD",0.268,"REG",0.153,"REG","0.17799999999999999","REG","1.4E-2","LOD","2.3E-2","REG","3.0329999999999999","REG","1.1120000000000001","REG","9.1999999999999998E-2","REG","0.17199999999999999","REG","2.8000000000000001E-2","REG","1.0880000000000001","REG","0.20399999999999999","REG","1.228","REG","0.22700000000000001","REG","8.9999999999999993E-3","REG","2E-3","ND","0.14599999999999999","REG","0.124","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"242024",1,47
"438","61st & Passyunk","P726650 062124",3,2024-06-05 13:16:00,2024-06-12 09:50:00,0.268,"REG",0.696,"REG",0.161,"REG",1.482,"REG",2.607,"REG",1.216,"REG",0.266,"REG",0.048,"REG",0.291,"REG",0.189,"REG",0.213,"REG",0.167,"REG",0.116,"REG",0.014,"REG",0.203,"REG",0.049,"LOD",0.099,"REG",0.042,"REG",0.074,"REG",0.117,"REG",0.035,"LOD",0.013,"LOD",0.085,"LOD",0.038,"LOD","0.13100000000000001","REG","0.02","REG","2.5999999999999999E-2","REG","1.331","REG","0.46700000000000003","REG","9.1999999999999998E-2","REG","7.0999999999999994E-2","REG","2.8000000000000001E-2","REG","0.40799999999999997","REG","0.20399999999999999","REG","0.36199999999999999","REG","0.11","REG","1.2E-2","REG","2E-3","ND","4.5999999999999999E-2","REG","2.8000000000000001E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"242024",1,46
"439","Bartram’s Garden","P726647 062124",1,2024-06-05 12:57:00,2024-06-12 09:56:00,0.16,"REG",0.234,"REG",0.06,"REG",0.51,"REG",0.964,"REG",0.426,"REG",0.084,"REG",0.043,"REG",0.095,"REG",0.067,"REG",0.082,"REG",0.059,"LOD",0.061,"REG",0.013,"REG",0.116,"REG",0.018,"LOD",0.035,"LOD",0.015,"LOD",0.039,"LOD",0.049,"REG",0.014,"LOD",0.024,"REG",0.051,"LOD",0.016,"LOD","4.1000000000000002E-2","REG","1.4E-2","LOD","8.8999999999999996E-2","REG","0.443","REG","0.14399999999999999","REG","6.9000000000000006E-2","REG","2.7E-2","LOD","2.8000000000000001E-2","REG","0.13600000000000001","REG","0.218","REG","0.128","REG","3.1E-2","LOD","8.9999999999999993E-3","REG","2E-3","ND","1.9E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"242024",1,47
"440","Essington & Mingo","P726648 062124",2,2024-06-05 13:10:00,2024-06-12 10:10:00,0.185,"REG",0.427,"REG",0.095,"REG",0.838,"REG",1.545,"REG",0.701,"REG",0.137,"REG",0.048,"REG",0.129,"REG",0.108,"REG",0.122,"REG",0.059,"LOD",0.056,"REG",0.022,"REG",0.082,"REG",0.018,"LOD",0.043,"LOD",0.019,"LOD",0.034,"LOD",0.049,"REG",0.014,"LOD",0.007,"LOD",0.051,"LOD",0.016,"LOD","6.6000000000000003E-2","REG","7.0000000000000001E-3","LOD","2.5999999999999999E-2","REG","0.67300000000000004","REG","0.22700000000000001","REG","3.4000000000000002E-2","REG","3.6999999999999998E-2","LOD","2.8000000000000001E-2","REG","0.246","REG","0.218","REG","0.14899999999999999","REG","4.2999999999999997E-2","LOD","1.4E-2","REG","2E-3","ND","1.9E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"242024",1,44
"441","26th & Hartranft","P733897 062124",9,2024-06-05 14:33:00,2024-06-12 10:21:00,0.231,"REG",0.331,"REG",0.121,"REG",1.08,"REG",1.763,"REG",0.909,"REG",0.171,"REG",0.048,"REG",0.184,"REG",0.129,"REG",0.162,"REG",0.18,"REG",0.086,"REG",0.009,"REG",0.15,"REG",0.049,"LOD",0.075,"REG",0.034,"REG",0.188,"REG",0.109,"REG",0.035,"LOD",0.019,"REG",0.343,"REG",0.264,"REG","9.5000000000000001E-2","REG","5.0000000000000001E-3","ND","2.3E-2","REG","1.1240000000000001","REG","0.438","REG","4.5999999999999999E-2","REG","0.108","REG","2.9000000000000001E-2","REG","0.32300000000000001","REG","0.20499999999999999","REG","0.51400000000000001","REG","0.35799999999999998","REG","1.0999999999999999E-2","REG","2E-3","ND","4.5999999999999999E-2","REG","4.2999999999999997E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"242024",1,44
"442","Bartram’s Garden","P726666 062124",1,2024-06-12 09:56:00,2024-06-19 10:41:00,0.126,"REG",0.204,"REG",0.044,"REG",0.39,"REG",0.764,"REG",0.318,"REG",0.072,"REG",0.042,"REG",0.093,"REG",0.053,"REG",0.074,"REG",0.046,"LOD",0.035,"REG",0.009,"REG",0.052,"REG",0.012,"LOD",0.031,"LOD",0.015,"LOD",0.043,"LOD",0.04,"REG",0.014,"LOD",0.007,"LOD",0.043,"LOD",0.016,"LOD","4.4999999999999998E-2","REG","5.0000000000000001E-3","ND","0.126","REG","0.433","REG","0.14099999999999999","REG","2.1999999999999999E-2","REG","2.3E-2","LOD","1.7999999999999999E-2","REG","0.12","REG","0.19900000000000001","REG","0.14599999999999999","REG","0.03","LOD","7.0000000000000001E-3","REG","2E-3","ND","2.1999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"252024",1,47
"443","Essington & Mingo","P726665 062124",2,2024-06-12 10:10:00,2024-06-19 10:50:00,0.138,"REG",0.267,"REG",0.054,"REG",0.477,"REG",0.936,"REG",0.389,"REG",0.088,"REG",0.038,"REG",0.086,"REG",0.059,"REG",0.087,"REG",0.047,"LOD",0.035,"REG",0.009,"REG",0.033,"REG",0.012,"LOD",0.031,"LOD",0.015,"LOD",0.024,"LOD",0.04,"REG",0.014,"LOD",0.002,"LOD",0.037,"LOD",0.016,"LOD","3.6999999999999998E-2","REG","5.0000000000000001E-3","ND","5.5E-2","REG","0.376","REG","0.13100000000000001","REG","2.1999999999999999E-2","REG","2.3E-2","LOD","1.7999999999999999E-2","REG","0.13300000000000001","REG","0.185","REG","0.114","REG","0.03","LOD","0","ND","2E-3","ND","1.7999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"252024",1,44
"444","61st & Passyunk","P726664 062124",3,2024-06-12 09:50:00,2024-06-19 10:53:00,0.175,"REG",0.329,"REG",0.083,"REG",0.766,"REG",1.353,"REG",0.627,"REG",0.139,"REG",0.038,"REG",0.158,"REG",0.112,"REG",0.131,"REG",0.116,"REG",0.063,"REG",0.009,"REG",0.08,"REG",0.03,"LOD",0.055,"REG",0.026,"LOD",0.053,"LOD",0.081,"REG",0.027,"LOD",0.007,"LOD",0.07,"LOD",0.032,"LOD","4.8000000000000001E-2","REG","7.0000000000000001E-3","LOD","5.3999999999999999E-2","REG","0.67600000000000005","REG","0.252","REG","2.1999999999999999E-2","REG","3.9E-2","LOD","1.7999999999999999E-2","REG","0.24","REG","0.184","REG","0.30099999999999999","REG","7.1999999999999995E-2","REG","0","ND","2E-3","ND","3.3000000000000002E-2","LOD","2.1000000000000001E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c",NA,"252024",1,46
"445","28th & Passyunk","P726660 062124",4,2024-06-12 09:45:00,2024-06-19 10:56:00,0.255,"REG",0.316,"REG",0.137,"REG",1.346,"REG",2.054,"REG",1.134,"REG",0.212,"REG",0.038,"REG",0.474,"REG",0.401,"REG",0.411,"REG",0.487,"REG",0.162,"REG",0.004,"REG",0.174,"REG",0.066,"REG",0.1,"REG",0.063,"REG",0.202,"REG",0.229,"REG",0.051,"REG",0.002,"LOD",0.267,"REG",0.176,"REG","0.157","REG","1.2999999999999999E-2","LOD","4.2000000000000003E-2","REG","2.8149999999999999","REG","1.05","REG","7.0000000000000001E-3","ND","0.14399999999999999","REG","1.7999999999999999E-2","REG","0.97299999999999998","REG","0.184","REG","1.5760000000000001","REG","0.221","REG","7.0000000000000001E-3","REG","2E-3","ND","8.9999999999999993E-3","ND","6.9000000000000006E-2","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"252024",1,47
"446","24th & Ritner","P726651 062124",8,2024-06-12 09:37:00,2024-06-19 11:00:00,0.211,"REG",0.333,"REG",0.088,"REG",0.779,"REG",1.411,"REG",0.64,"REG",0.139,"REG",0.033,"REG",0.132,"REG",0.085,"REG",0.118,"REG",0.081,"REG",0.08,"REG",0.013,"REG",0.145,"REG",0.024,"LOD",0.055,"REG",0.026,"LOD",0.043,"LOD",0.073,"REG",0.024,"LOD",0.013,"LOD",0.063,"LOD",0.021,"LOD","4.7E-2","REG","7.0000000000000001E-3","LOD","5.8000000000000003E-2","REG","0.61799999999999999","REG","0.221","REG","3.3000000000000002E-2","REG","3.3000000000000002E-2","LOD","1.7999999999999999E-2","REG","0.20399999999999999","REG","0.184","REG","0.249","REG","0.06","REG","0.01","REG","2E-3","ND","0.03","LOD","7.0000000000000001E-3","ND","stationary","39.92296389"," -75.186874","#1f77b4",NA,"252024",1,46
